title,employer,location,city,state,salary_min,salary_max,source,url,posted_date,status
Customer Service Associate,Variety Stores LLC,"Morganton, Burke County",US,Burke County,28615.71,28615.71,adzuna,https://www.adzuna.com/details/5592419513?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:45Z,active
Ag Equipment Service Diesel Technician,Butler Machinery Company,"Bismarck, Burleigh County",US,Burleigh County,66053.28,66053.28,adzuna,https://www.adzuna.com/details/5592420345?utm_medium=api&utm_source=516145e7,2026-01-20T10:48:21Z,active
Quality Assurance Technician,Cloverdale Foods Company,"Bismarck, Burleigh County",US,Burleigh County,41783.31,41783.31,adzuna,https://www.adzuna.com/details/5592388924?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:16Z,active
Residential Treatment Specialist/Direct Care - 2nd Shift,Dakota Boys & Girls Ranch,"Bismarck, Burleigh County",US,Burleigh County,31028.9,31028.9,adzuna,https://www.adzuna.com/details/5592419018?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:34Z,active
LPN - Sunset - FLEX PLUS,Good Samaritan,"Apple Valley, Burleigh County",US,Burleigh County,74554.95,74554.95,adzuna,https://www.adzuna.com/land/ad/5592422001?se=4HAZYBr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=F4082D18DEE08874D097E3E0B5906B345E8B12CB,2026-01-20T10:54:05Z,active
Field Engineer,KLJ Engineering LLC,"Bismarck, Burleigh County",US,Burleigh County,63733.2,63733.2,adzuna,https://www.adzuna.com/details/5592385866?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:30Z,active
Case Manager - Community-Based Services,Nexus Family Healing,"Bismarck, Burleigh County",US,Burleigh County,44905.71,44905.71,adzuna,https://www.adzuna.com/details/5592419256?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:42Z,active
Pediatrician,Advocare LLC,"Marlton, Burlington County",US,Burlington County,73399.15,73399.15,adzuna,https://www.adzuna.com/details/5592417887?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:16Z,active
"CHHA, Certified Home Health Aide, Adult Personal Care",BAYADA Home Health Care,"Maple Shade, Burlington County",US,Burlington County,79727.38,79727.38,adzuna,https://www.adzuna.com/details/5592415271?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:36Z,active
"Physical Therapy Assistant, Part-time",BAYADA Home Health Care,"Moorestown, Burlington County",US,Burlington County,96416.7,96416.7,adzuna,https://www.adzuna.com/details/5592420353?utm_medium=api&utm_source=516145e7,2026-01-20T10:48:22Z,active
Automotive Lube Technician - Burlington Kia,Burlington Kia,"Burlington City, Burlington County",US,Burlington County,26229.47,26229.47,adzuna,https://www.adzuna.com/details/5592418227?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:24Z,active
Territory Manager,Elite Sourcing,"Burlington City, Burlington County",US,Burlington County,136858.67,136858.67,adzuna,https://www.adzuna.com/land/ad/5592420472?se=NDKCeBr28BGPM7HHi6hfGw&utm_medium=api&utm_source=516145e7&v=1F025F842E6110C94884FF12BBBB3D9E7DB03E3E,2026-01-20T10:48:25Z,active
Not sure what you want to do with your life yet? We get it,Junk Rescue,"Moorestown, Burlington County",US,Burlington County,43215.23,43215.23,adzuna,https://www.adzuna.com/details/5592387220?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:46Z,active
Front Desk Receptionist,Premier Eye Associates,"Marlton, Burlington County",US,Burlington County,37584.59,37584.59,adzuna,https://www.adzuna.com/details/5592414636?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:28Z,active
Interior Design and Sales Consultant,Renuity,"Moorestown, Burlington County",US,Burlington County,129379.96,129379.96,adzuna,https://www.adzuna.com/details/5592385265?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:18Z,active
Mechanical Engineer,"Sea Box, Inc.","Riverton, Burlington County",US,Burlington County,85800.44,85800.44,adzuna,https://www.adzuna.com/details/5592418093?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:23Z,active
Program Coordinator,WES Health System,"Pemberton, Burlington County",US,Burlington County,34425.55,34425.55,adzuna,https://www.adzuna.com/details/5592388760?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:14Z,active
Part-Time Fulfillment Specialist,"Workplace HCM, Inc.","Marlton, Burlington County",US,Burlington County,39080.79,39080.79,adzuna,https://www.adzuna.com/details/5592386694?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:41Z,active
"Field Nurse Practitioner - Butler County, Ohio",Advantmed,"Hamilton, Butler County",US,Butler County,130990.47,130990.47,adzuna,https://www.adzuna.com/details/5592415093?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:33Z,active
Key Account Advisor,Ag1Source,"Greene, Butler County",US,Butler County,78384.35,78384.35,adzuna,https://www.adzuna.com/details/5592387292?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:46Z,active
Full Desk Technical Recruiter,All Lines Technology,"Cranberry Township, Butler County",US,Butler County,110042.25,110042.25,adzuna,https://www.adzuna.com/details/5592389141?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:19Z,active
Therapeutic Support Specialist,Best Point Education & Behavioral Health,"Hamilton, Butler County",US,Butler County,45826.92,45826.92,adzuna,https://www.adzuna.com/details/5592385223?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:18Z,active
Speech Language Pathologist / Speech Therapist / SLP,Broad River Rehabilitation,"Hamilton, Butler County",US,Butler County,157758.64,157758.64,adzuna,https://www.adzuna.com/details/5592418130?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:23Z,active
Automotive Paint Prepper - $500 Bonus,Carvana,"Middletown, Butler County",US,Butler County,53771.09,53771.09,adzuna,https://www.adzuna.com/details/5592418903?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:32Z,active
Verizon Sales Consultant,Cellular Sales Verizon Authorized Retailer,"Greenville, Butler County",US,Butler County,69534.75,69534.75,adzuna,https://www.adzuna.com/details/5592389439?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:22Z,active
FOOD SERVICE UTILITY (FULL TIME AND PART TIME),Chartwells HE,"Oxford, Butler County",US,Butler County,22613.82,22613.82,adzuna,https://www.adzuna.com/details/5592414475?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:26Z,active
CDL A OTR Truck Drivers,Easy & Quick Trans,"Parkersburg, Butler County",US,Butler County,85462.34,85462.34,adzuna,https://www.adzuna.com/details/5592420920?utm_medium=api&utm_source=516145e7,2026-01-20T10:49:33Z,active
Experienced Tax Preparer,Jackson Hewitt - COL,"Cranberry Township, Butler County",US,Butler County,36374.98,36374.98,adzuna,https://www.adzuna.com/details/5592387503?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:48Z,active
Shipping & Receiving Clerk - 1st,Kable Workforce Solutions,"West Chester, Butler County",US,Butler County,31055.45,31055.45,adzuna,https://www.adzuna.com/details/5592386035?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:33Z,active
Restaurant Shift Manager,Noodles & Company,"West Chester, Butler County",US,Butler County,32283.05,32283.05,adzuna,https://www.adzuna.com/details/5592388725?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:14Z,active
New Graduate RN & LPN in Wichita,Pediatric Home Service,"Augusta, Butler County",US,Butler County,50920.62,50920.62,adzuna,https://www.adzuna.com/details/5592391276?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:53Z,active
Veterinary Technician - General Practice,Portland Veterinary Emergency and Specialty Care,"Greene, Butler County",US,Butler County,62937.06,62937.06,adzuna,https://www.adzuna.com/land/ad/5592420593?se=EEMCdRr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=2F25CF6ADC1984212A437BA81D1ADFBCC51BD96A,2026-01-20T10:48:34Z,active
Sandwich Artist,Subway - 6640-0,"Harmony, Butler County",US,Butler County,22331.38,22331.38,adzuna,https://www.adzuna.com/details/5592415284?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:36Z,active
Licensed Physical Therapist Assistant - Part Time,TMC,"Fairfield, Butler County",US,Butler County,68566.28,68566.28,adzuna,https://www.adzuna.com/details/5592415076?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:33Z,active
Insurance Sales Representative (Remote - Work From Home),The Lyons Agency,"Hamilton, Butler County",US,Butler County,76630.02,76630.02,adzuna,https://www.adzuna.com/details/5592415571?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:40Z,active
Need Cash for the Holidays? Drive with Uber,Uber,"Herman, Butler County",US,Butler County,35917.75,35917.75,adzuna,https://www.adzuna.com/land/ad/5592414533?se=elHpshj28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=868380526232E379956149B77BB314989F8C8B78,2026-01-20T10:46:27Z,active
Earn on Your Schedule - Drive with Uber,Uber,"Eau Claire, Butler County",US,Butler County,34260.9,34260.9,adzuna,https://www.adzuna.com/land/ad/5592414052?se=fqb2uhj28BGPM7HHi6hfGw&utm_medium=api&utm_source=516145e7&v=CA61E9D8D941281A294E036856A3163096403D58,2026-01-20T10:46:22Z,active
Driver - Flexible seasonal earnings,Uber,"Callery, Butler County",US,Butler County,41442.53,41442.53,adzuna,https://www.adzuna.com/land/ad/5592427653?se=WNBeSBr28BGFaPqSgZDBFg&utm_medium=api&utm_source=516145e7&v=639B50B224C74B8292387F1A76289126D7B715FC,2026-01-20T11:05:21Z,active
Earn Extra Income Driving,Uber,"Butler, Butler County",US,Butler County,48033.8,48033.8,adzuna,https://www.adzuna.com/land/ad/5592427623?se=WNBeSBr28BGFaPqSgZDBFg&utm_medium=api&utm_source=516145e7&v=22A37E847821F56FF69CB9934ADCA2414E1A7707,2026-01-20T11:05:19Z,active
Driver gig - Earn on your schedule,Uber,"Slippery Rock, Butler County",US,Butler County,41306.48,41306.48,adzuna,https://www.adzuna.com/land/ad/5592427613?se=WNBeSBr28BGFaPqSgZDBFg&utm_medium=api&utm_source=516145e7&v=1EE2C774D9B3543EB073E47C7B4623E097F70469,2026-01-20T11:05:19Z,active
Alternatives To Cash Jobs - Drive with Uber,Uber,"Herman, Butler County",US,Butler County,35038.54,35038.54,adzuna,https://www.adzuna.com/land/ad/5592427605?se=hhVjSRr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=30C6DEBDBC9336C8EA0E8C93810B4C17C0B031B7,2026-01-20T11:05:18Z,active
Driver - Earn in your free time,Uber,"Valencia, Butler County",US,Butler County,32389.13,32389.13,adzuna,https://www.adzuna.com/land/ad/5592427566?se=hhVjSRr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=CA8BE0C26F0AB2BD5AC5AB45F5FE646AB37C0C3B,2026-01-20T11:05:16Z,active
Driver - Flexible seasonal earnings,Uber,"Portersville, Butler County",US,Butler County,42347.62,42347.62,adzuna,https://www.adzuna.com/land/ad/5592426780?se=SmFGTBr28BGFaPqSgZDBFg&utm_medium=api&utm_source=516145e7&v=B3DF5CDCF176A26630F7C49314AFB312208BF73A,2026-01-20T11:04:43Z,active
Want Cash Jobs? Earn With Uber Instead,Uber,"Callery, Butler County",US,Butler County,36733.98,36733.98,adzuna,https://www.adzuna.com/land/ad/5592426590?se=cst7TRr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=56AFE0255962D269BB6215AEEC518A461CF9DE0F,2026-01-20T11:04:37Z,active
Driver - Flexible hours. Instant Pay.,Uber,"Harmony, Butler County",US,Butler County,35788.61,35788.61,adzuna,https://www.adzuna.com/land/ad/5592426503?se=cst7TRr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=E924FE61B396BCADB1774566BE22A606909FA520,2026-01-20T11:04:34Z,active
Sign up to Drive with Uber,Uber,"Zelienople, Butler County",US,Butler County,29293.61,29293.61,adzuna,https://www.adzuna.com/land/ad/5592426414?se=cst7TRr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=5A272270F3ADC44BB94CE0887B76BD6375A07E23,2026-01-20T11:04:30Z,active
Need Cash for the Holidays? Drive with Uber,Uber,"Evans City, Butler County",US,Butler County,33787.07,33787.07,adzuna,https://www.adzuna.com/land/ad/5592426200?se=ovi9Thr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=D5BA188CA4BD7A7D23A2EDD7EA2C6BDF36854E98,2026-01-20T11:04:24Z,active
Seasonal - Drive with Uber,Uber,"West Sunbury, Butler County",US,Butler County,29784.76,29784.76,adzuna,https://www.adzuna.com/land/ad/5592426031?se=6MC9Txr28BGPM7HHi6hfGw&utm_medium=api&utm_source=516145e7&v=943DDB19AC6C273D1E3AF5AE5D9D8201DF0909FC,2026-01-20T11:04:17Z,active
Driver - Cash out with Instant Pay,Uber,"Trenton, Butler County",US,Butler County,35128.68,35128.68,adzuna,https://www.adzuna.com/land/ad/5592425940?se=6MC9Txr28BGPM7HHi6hfGw&utm_medium=api&utm_source=516145e7&v=A86DD8E14A827F80D1E78261B460DC7CC34DF210,2026-01-20T11:04:14Z,active
Earn Cash - Drive with Uber,Uber,"Seven Mile, Butler County",US,Butler County,33174.11,33174.11,adzuna,https://www.adzuna.com/land/ad/5592425819?se=Onm3UBr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=991E5B22ADEB0150E6AF46DCC83C34BC85D25718,2026-01-20T11:04:10Z,active
Alternatives To Cash Jobs - Drive with Uber,Uber,"Monroe, Butler County",US,Butler County,38641.43,38641.43,adzuna,https://www.adzuna.com/land/ad/5592425662?se=Onm3UBr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=DC99566DC7C1F078AF90E9CFAA9AAC4C197597C8,2026-01-20T11:04:06Z,active
Looking For Part-Time Jobs? - Drive with Uber,Uber,"Oxford, Butler County",US,Butler County,32379.43,32379.43,adzuna,https://www.adzuna.com/land/ad/5592425656?se=Onm3UBr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=BC584176AC3F3E7AE91BE4B1BC694151C60E108E,2026-01-20T11:04:05Z,active
"Travel Nurse RN - ED - Emergency Department - Paying up to $2,808/week",Vivian Health,"Andover, Butler County",US,Butler County,0.0,146016.0,adzuna,https://www.adzuna.com/land/ad/5592415058?se=MFZyqxj28BGFaPqSgZDBFg&utm_medium=api&utm_source=516145e7&v=6EBEEAC8255666828C1445968C2CF005ECDA01F3,2026-01-20T10:46:33Z,active
3D Laser Scan Surveyor,WNA Engineering,"Portersville, Butler County",US,Butler County,87492.95,87492.95,adzuna,https://www.adzuna.com/details/5592414638?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:28Z,active
Class B Route Driver,"Waterco of the Central States, Inc.","Fairfield, Butler County",US,Butler County,40163.23,40163.23,adzuna,https://www.adzuna.com/details/5592416457?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:55Z,active
Shift Lead MUST BE 18,Worthington Restaurant Group LLC,"Greenville, Butler County",US,Butler County,56265.01,56265.01,adzuna,https://www.adzuna.com/details/5592414468?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:26Z,active
Customer Fulfillment Representative,Zatkoff Seals & Packings,"Fairfield, Butler County",US,Butler County,60641.07,60641.07,adzuna,https://www.adzuna.com/details/5592415331?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:37Z,active
Mortgage Field Services Inspector,FAR Inspections,"Chico, Butte County",US,Butte County,63608.18,63608.18,adzuna,https://www.adzuna.com/details/5592418793?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:31Z,active
INSURANCE AGENT TRAINEE,Farmers Insurance,"Chico, Butte County",US,Butte County,55029.86,55029.86,adzuna,https://www.adzuna.com/details/5592386005?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:33Z,active
Home Health Aide,K&K Healthcare Systems Inc,"Jenkinsburg, Butts County",US,Butts County,22113.31,22113.31,adzuna,https://www.adzuna.com/details/5592386687?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:41Z,active
Registered Behavior Technician-Concord Location,ABLE Kids Services,"North Concord, Cabarrus County",US,Cabarrus County,42871.81,42871.81,adzuna,https://www.adzuna.com/land/ad/5592420360?se=cATUfBr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=8E25010EF83EE78903F6E077EBDC81A63434B5FC,2026-01-20T10:48:22Z,active
"Finance, Accounting & Ops Analyst",Flex,"North Concord, Cabarrus County",US,Cabarrus County,93922.2,93922.2,adzuna,https://www.adzuna.com/details/5592389318?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:21Z,active
Mulch Crew Labor,Mulch Solutions LLC,"North Concord, Cabarrus County",US,Cabarrus County,44536.71,44536.71,adzuna,https://www.adzuna.com/details/5592388849?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:15Z,active
Line Cook,Stars and Strikes,"North Concord, Cabarrus County",US,Cabarrus County,26170.65,26170.65,adzuna,https://www.adzuna.com/details/5592388865?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:15Z,active
College Summer Intern,Terra Green Landscapes Inc,"North Concord, Cabarrus County",US,Cabarrus County,28948.6,28948.6,adzuna,https://www.adzuna.com/details/5592390879?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:46Z,active
Newly Licensed Real Estate Agent,The Ginolfi Group,"North Concord, Cabarrus County",US,Cabarrus County,78694.37,78694.37,adzuna,https://www.adzuna.com/details/5592419216?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:41Z,active
Manufacturing Engineer IV,Electric Power Systems,"Logan, Cache County",US,Cache County,124643.32,124643.32,adzuna,https://www.adzuna.com/details/5592418617?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:29Z,active
Homebody CSR,Entrata,"Logan, Cache County",US,Cache County,44900.4,44900.4,adzuna,https://www.adzuna.com/details/5592385702?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:27Z,active
General Manager,Home2 Suites by Hilton Logan,"Logan, Cache County",US,Cache County,70827.27,70827.27,adzuna,https://www.adzuna.com/details/5592415662?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:41Z,active
Sandwich Artist,Subway - 44137-0,"Hinton, Caddo County",US,Caddo County,19765.27,19765.27,adzuna,https://www.adzuna.com/details/5592389378?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:21Z,active
Class D Chauffeur's Delivery Driver,Eagle Distributing of Shreveport,"Shreveport, Caddo Parish",US,Caddo Parish,22233.33,22233.33,adzuna,https://www.adzuna.com/details/5592388348?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:02Z,active
Cashier/Sales Associate,GPM Investments LLC,"Vivian, Caddo Parish",US,Caddo Parish,20005.93,20005.93,adzuna,https://www.adzuna.com/details/5592388469?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:06Z,active
Deli Cook,Horn Holdings,"Shreveport, Caddo Parish",US,Caddo Parish,31707.47,31707.47,adzuna,https://www.adzuna.com/details/5592388874?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:15Z,active
Senior CTS Specialist,Human Learning Systems,"Shreveport, Caddo Parish",US,Caddo Parish,100799.56,100799.56,adzuna,https://www.adzuna.com/details/5592415132?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:34Z,active
Paid Summer Sales Internship - No Experience  Training,Lotus Sales,"Shreveport, Caddo Parish",US,Caddo Parish,27869.35,27869.35,adzuna,https://www.adzuna.com/details/5592385943?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:32Z,active
"Speech Language Pathologist (SLP) - Relocation to New York, NY",Neighborhood Charter Schools,"Shreveport, Caddo Parish",US,Caddo Parish,58104.11,58104.11,adzuna,https://www.adzuna.com/details/5592420381?utm_medium=api&utm_source=516145e7,2026-01-20T10:48:23Z,active
Admitting Clerk,North Caddo Medical Center,"Vivian, Caddo Parish",US,Caddo Parish,42343.82,42343.82,adzuna,https://www.adzuna.com/details/5592418042?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:21Z,active
Remote Financial Specialist | Entry-Level | Flexible Schedule  Full Training,Ohana Outreach Financial,"Shreveport, Caddo Parish",US,Caddo Parish,74438.72,74438.72,adzuna,https://www.adzuna.com/details/5592386189?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:36Z,active
Construction Safety Manager,OneSource EHS,"Shreveport, Caddo Parish",US,Caddo Parish,77953.4,77953.4,adzuna,https://www.adzuna.com/details/5592421042?utm_medium=api&utm_source=516145e7,2026-01-20T10:50:24Z,active
Clinical Psychologist,Uprising Addiction Center,"Shreveport, Caddo Parish",US,Caddo Parish,73855.98,73855.98,adzuna,https://www.adzuna.com/details/5592390790?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:44Z,active
"Travel Radiology Technician - Paying up to $2,240/week",Vivian Health,"Shreveport, Caddo Parish",US,Caddo Parish,0.0,116480.0,adzuna,https://www.adzuna.com/details/5592414990?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:32Z,active
Commissioning & Qualification Specialist,LEGAL PROJECT MANAGEMENT PARTNERS LLC,"Urbanización Bairoa Golden Gates, Caguas",US,Caguas,83307.72,83307.72,adzuna,https://www.adzuna.com/details/5592386940?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:43Z,active
Casino Ambassador,Delta Downs Racetrack Casino Hotel,"Vinton, Calcasieu Parish",US,Calcasieu Parish,38696.34,38696.34,adzuna,https://www.adzuna.com/details/5592386180?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:36Z,active
Specialty Line Cook- Rosewater,Delta Downs Racetrack Casino Hotel,"Vinton, Calcasieu Parish",US,Calcasieu Parish,39232.21,39232.21,adzuna,https://www.adzuna.com/details/5592417709?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:13Z,active
Customer Service Representative (On-site Call Center Position),First Federal Bank of Louisiana,"Lake Charles, Calcasieu Parish",US,Calcasieu Parish,36832.48,36832.48,adzuna,https://www.adzuna.com/details/5592386194?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:36Z,active
Onsite Project Coordinator,Five-S Group,"Lake Charles, Calcasieu Parish",US,Calcasieu Parish,87930.01,87930.01,adzuna,https://www.adzuna.com/details/5592418133?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:23Z,active
CERTIFIED NURSING ASSISTANT- NIGHT,"Freedom Behavioral Hospital of Lake Charles, LLC","Lake Charles, Calcasieu Parish",US,Calcasieu Parish,32642.88,32642.88,adzuna,https://www.adzuna.com/details/5592385805?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:29Z,active
Delivery Driver-(07421) 2020 Connelly Springs Rd,Domino's Franchise,"Lenoir, Caldwell County",US,Caldwell County,19094.59,19094.59,adzuna,https://www.adzuna.com/details/5592419950?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:58Z,active
Electrical Superintendent,Fountain Electric & Services,"Lenoir, Caldwell County",US,Caldwell County,72846.78,72846.78,adzuna,https://www.adzuna.com/details/5592418661?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:30Z,active
Mortgage Protection Life Insurance Agent,GIA Legacy Planning,"Lockhart, Caldwell County",US,Caldwell County,67191.31,67191.31,adzuna,https://www.adzuna.com/details/5592417840?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:15Z,active
CDL A Dedicated Truck Drivers,Hirschbach Motor Lines,"Braymer, Caldwell County",US,Caldwell County,50632.54,50632.54,adzuna,https://www.adzuna.com/details/5592421122?utm_medium=api&utm_source=516145e7,2026-01-20T10:50:38Z,active
"Travel Nurse RN - ED - Emergency Department - Paying up to $2,346/week",Vivian Health,"Waterford, Caledonia County",US,Caledonia County,0.0,121992.0,adzuna,https://www.adzuna.com/land/ad/5592422716?se=atTTXRr28BGPM7HHi6hfGw&utm_medium=api&utm_source=516145e7&v=6BF47A3785B14EBC29BFE70222391073233B0800,2026-01-20T10:54:32Z,active
Material Handler/ Shipping/ Yard,Aerotek,"Jacksonville, Calhoun County",US,Calhoun County,31175.07,31175.07,adzuna,https://www.adzuna.com/details/5592421242?utm_medium=api&utm_source=516145e7,2026-01-20T10:51:21Z,active
Restaurant General Manager,Border Foods,"Albion, Calhoun County",US,Calhoun County,52622.91,52622.91,adzuna,https://www.adzuna.com/details/5592419308?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:43Z,active
Customer Service Rep(05860) - 405 Pelham RD S.,Domino's Franchise,"Jacksonville, Calhoun County",US,Calhoun County,22888.18,22888.18,adzuna,https://www.adzuna.com/details/5592415566?utm_medium=api&utm_source=516145e7,2026-01-20T10:46:40Z,active
CDL A OTR Truck Drivers,Easy & Quick Trans,"Blue Mountain, Calhoun County",US,Calhoun County,87662.24,87662.24,adzuna,https://www.adzuna.com/details/5592389071?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:18Z,active
CDL A OTR Truck Drivers,Easy & Quick Trans,"Vardaman, Calhoun County",US,Calhoun County,90029.8,90029.8,adzuna,https://www.adzuna.com/details/5592421468?utm_medium=api&utm_source=516145e7,2026-01-20T10:52:48Z,active
CDL A Dedicated Truck Drivers,Hirschbach Motor Lines,"Piedmont, Calhoun County",US,Calhoun County,41441.34,41441.34,adzuna,https://www.adzuna.com/details/5592421026?utm_medium=api&utm_source=516145e7,2026-01-20T10:50:18Z,active
Team Member (Cashier / Cook),Jack's Family Restaurants,"Ohatchee, Calhoun County",US,Calhoun County,32157.62,32157.62,adzuna,https://www.adzuna.com/details/5592386147?utm_medium=api&utm_source=516145e7,2026-01-20T10:39:35Z,active
Senior Ruby on Rails Developer,Jobot,"Jacksonville, Calhoun County",US,Calhoun County,150000.0,185000.0,adzuna,https://www.adzuna.com/details/5592420914?utm_medium=api&utm_source=516145e7,2026-01-20T10:49:32Z,active
Hearing Instrument Specialist / Audiologist,"Lucid Hearing Holding Company, LLC","Oxford, Calhoun County",US,Calhoun County,82021.87,82021.87,adzuna,https://www.adzuna.com/details/5592420645?utm_medium=api&utm_source=516145e7,2026-01-20T10:48:37Z,active
CDL-A OTR Reefer Drivers,Navajo Express,"Weaver, Calhoun County",US,Calhoun County,117895.86,117895.86,adzuna,https://www.adzuna.com/land/ad/5592415719?se=FNAsohj28BGFaPqSgZDBFg&utm_medium=api&utm_source=516145e7&v=FD2A9B6D033474B8E1042A9ADEE94B908547F203,2026-01-20T10:46:42Z,active
CDL A Company Driver,Paschall Truck Lines,"Calhoun City, Calhoun County",US,Calhoun County,109061.54,109061.54,adzuna,https://www.adzuna.com/details/5592421575?utm_medium=api&utm_source=516145e7,2026-01-20T10:53:39Z,active
LPN - Day,The Hospital Authority of Miller County,"Edison, Calhoun County",US,Calhoun County,47660.64,47660.64,adzuna,https://www.adzuna.com/details/5592388547?utm_medium=api&utm_source=516145e7,2026-01-20T10:40:09Z,active
Seasonal - Drive with Uber,Uber,"Cameron, Calhoun County",US,Calhoun County,28920.4,28920.4,adzuna,https://www.adzuna.com/land/ad/5592425731?se=Onm3UBr28BGsJLlqD964Dg&utm_medium=api&utm_source=516145e7&v=580E858D246AC1D786ADEA9A5EED3DD4E2F5D2CE,2026-01-20T11:04:08Z,active
[Direct Sales] Account Executive,Xplor,"Battle Creek, Calhoun County",US,Calhoun County,89728.26,89728.26,adzuna,https://www.adzuna.com/details/5592419003?utm_medium=api&utm_source=516145e7,2026-01-20T10:47:33Z,active
Supervisory Wildland Firefighter (District Fire Management Officer),Bureau of Land Management,"Alturas, California","Alturas, California",California,112824.0,146671.0,usajobs,https://www.usajobs.gov:443/job/853727800,2026-01-06T17:43:31.1430,active
SURFACE MAINTENANCE REPAIRER (ACCELERATED HIRE),Army National Guard Units,"Bakersfield, California","Bakersfield, California",California,20.97,40.91,usajobs,https://www.usajobs.gov:443/job/853105400,2025-12-22T00:00:00.0000,active
Store Worker,Defense Commissary Agency,"Barstow, California","Barstow, California",California,23.89,27.86,usajobs,https://www.usajobs.gov:443/job/854013900,2026-01-09T08:24:02.5370,active
Heavy Mobile Equipment Repairer,U.S. Army Reserve Command,"Barstow, California","Barstow, California",California,31.92,37.26,usajobs,https://www.usajobs.gov:443/job/854402800,2026-01-16T00:00:00.0000,active
